dataset_id,municipio,candidate_distributor,candidate_confidence,previous_review_status,focused_review_status,production_recommendation,source_name,source_url,secondary_source_name,secondary_source_url,privacy_notes,focused_notes
canarias,Adeje,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Agaete,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Agüimes,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Agulo,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Alajeró,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Antigua,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Arafo,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Arico,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Arona,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Arrecife,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Artenara,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Arucas,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Barlovento,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Betancuria,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Breña Alta,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
canarias,Breña Baja,"e-distribución Redes Digitales, S.L.U.",regional_default_candidate,safe_regional_default_candidate,focused_review_required_before_production,do_not_import_until_final_confirmation,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,e-distribución — averías eléctricas,https://www.edistribucion.com/es/averias/averias-luz.html,"No contiene identificadores de suministro, direcciones, coordenadas privadas ni inventario de infraestructura.","Fuente oficial e-distribución declara presencia en Canarias y teléfono específico de averías. Candidato razonable a regional_default, pero revisar si hay distribuidoras locales/insulares antes de producción."
