dataset_id,municipality,province,zone_id,review_status,candidate_distributors,source_name,source_url,notes
madrid,Ajalvir,Madrid,municipality:madrid::ajalvir,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Alameda del Valle,Madrid,municipality:madrid::alameda_del_valle,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Alcalá de Henares,Madrid,municipality:madrid::alcala_de_henares,candidate_ufd_verified_partial_review,"UFD Distribución Electricidad, S.A.",Naturgy/UFD — presencia pública citada en municipios de la Comunidad de Madrid,https://www.naturgy.com/notas-de-prensa/ufd-refuerza-la-calidad-del-suministro-electrico-en-el-sur-de-la-comunidad-de-madrid/,Municipio citado en comunicación pública de UFD/Naturgy; revisar contra herramienta oficial antes de importar.
madrid,Alcobendas,Madrid,municipality:madrid::alcobendas,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Alcorcón,Madrid,municipality:madrid::alcorcon,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Aldea del Fresno,Madrid,municipality:madrid::aldea_del_fresno,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Algete,Madrid,municipality:madrid::algete,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Alpedrete,Madrid,municipality:madrid::alpedrete,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Ambite,Madrid,municipality:madrid::ambite,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Anchuelo,Madrid,municipality:madrid::anchuelo,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Aranjuez,Madrid,municipality:madrid::aranjuez,candidate_ufd_verified_partial_review,"UFD Distribución Electricidad, S.A.",Naturgy/UFD — presencia pública citada en municipios de la Comunidad de Madrid,https://www.naturgy.com/notas-de-prensa/ufd-refuerza-la-calidad-del-suministro-electrico-en-el-sur-de-la-comunidad-de-madrid/,Municipio citado en comunicación pública de UFD/Naturgy; revisar contra herramienta oficial antes de importar.
madrid,Arganda del Rey,Madrid,municipality:madrid::arganda_del_rey,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Arroyomolinos,Madrid,municipality:madrid::arroyomolinos,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Batres,Madrid,municipality:madrid::batres,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Becerril de la Sierra,Madrid,municipality:madrid::becerril_de_la_sierra,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Belmonte de Tajo,Madrid,municipality:madrid::belmonte_de_tajo,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Berzosa del Lozoya,Madrid,municipality:madrid::berzosa_del_lozoya,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Boadilla del Monte,Madrid,municipality:madrid::boadilla_del_monte,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Braojos,Madrid,municipality:madrid::braojos,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Brea de Tajo,Madrid,municipality:madrid::brea_de_tajo,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Brunete,Madrid,municipality:madrid::brunete,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Buitrago del Lozoya,Madrid,municipality:madrid::buitrago_del_lozoya,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Bustarviejo,Madrid,municipality:madrid::bustarviejo,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Cabanillas de la Sierra,Madrid,municipality:madrid::cabanillas_de_la_sierra,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Cadalso de los Vidrios,Madrid,municipality:madrid::cadalso_de_los_vidrios,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Camarma de Esteruelas,Madrid,municipality:madrid::camarma_de_esteruelas,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Campo Real,Madrid,municipality:madrid::campo_real,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Canencia,Madrid,municipality:madrid::canencia,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Carabaña,Madrid,municipality:madrid::carabana,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Casarrubuelos,Madrid,municipality:madrid::casarrubuelos,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
madrid,Cenicientos,Madrid,municipality:madrid::cenicientos,pending_municipal_review,revisión municipal requerida,Herramientas oficiales UFD/i-DE y censo CNMC,https://www.ufd.es/quienes-somos/donde-estamos/,No importar hasta confirmar distribuidora por municipio o fuente pública suficientemente acotada.
