dataset_id,municipio,province,zone_id,candidate_distributor,candidate_confidence,review_status,bulk_import_allowed,source_name,source_url,source_type,already_productive,notes
euskadi,Berantevilla,Araba,municipality:araba::berantevilla,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
euskadi,Bilbao,Bizkaia,municipality:bizkaia::bilbao,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
euskadi,Berrobi,Gipuzkoa,municipality:gipuzkoa::berrobi,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
euskadi,Plentzia,Bizkaia,municipality:bizkaia::plentzia,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
euskadi,Errenteria,Gipuzkoa,municipality:gipuzkoa::errenteria,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
euskadi,Sondika,Bizkaia,municipality:bizkaia::sondika,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
euskadi,Bergara,Gipuzkoa,municipality:gipuzkoa::bergara,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
euskadi,Maruri-Jatabe,Bizkaia,municipality:bizkaia::maruri_jatabe,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
euskadi,Berriatua,Bizkaia,municipality:bizkaia::berriatua,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
euskadi,Alkiza,Gipuzkoa,municipality:gipuzkoa::alkiza,"i-DE Redes Eléctricas Inteligentes, S.A.U.",needs_municipal_review,official_tool_review_required,no,i-DE — mapa oficial de distribuidoras,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,official_public_source_or_review_tool,no,"Candidato razonable para revisión, pero no importación masiva sin comprobar municipios y posibles distribuidoras locales."
