dataset_id,municipio,province,zone_id,candidate_distributor,candidate_confidence,review_status,bulk_import_allowed,source_name,source_url,source_type,already_productive,notes
catalunya,Abrera,Barcelona,municipality:barcelona::abrera,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
catalunya,Aguilar de Segarra,Barcelona,municipality:barcelona::aguilar_de_segarra,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
catalunya,Aiguafreda,Barcelona,municipality:barcelona::aiguafreda,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
catalunya,Alella,Barcelona,municipality:barcelona::alella,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
catalunya,Alpens,Barcelona,municipality:barcelona::alpens,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
catalunya,Arenys de Mar,Barcelona,municipality:barcelona::arenys_de_mar,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
catalunya,Arenys de Munt,Barcelona,municipality:barcelona::arenys_de_munt,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
catalunya,Argençola,Barcelona,municipality:barcelona::argencola,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
catalunya,Argentona,Barcelona,municipality:barcelona::argentona,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
catalunya,Artés,Barcelona,municipality:barcelona::artes,"e-distribución Redes Digitales, S.L.U.",regional_presence_candidate,regional_presence_confirmed_review_local_exceptions,no,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,official_public_source_or_review_tool,no,Presencia regional oficial. Catalunya tiene posibles distribuidoras locales; no importar en bloque sin auditoría municipal.
